carat,color,clarity,depth,table,price,x,y,z
1.03,E,SI1,62,57,5234,6.44,6.47,4
1.01,D,SI1,61.6,56,5234,6.45,6.48,3.98
1.02,D,SI2,62,58,5235,6.4,6.51,4
1.01,E,SI1,62,57,5235,6.38,6.45,3.98
1.29,J,SI1,61.6,57,5237,7,7.06,4.33
1.01,H,VS2,61,59,5238,6.51,6.47,3.96
1.09,H,SI1,62.3,55,5238,6.58,6.62,4.11
1,F,SI1,62,55,5239,6.39,6.44,3.98
1.07,F,SI2,61.5,55,5240,6.56,6.62,4.05
1.03,G,SI1,61.1,57,5241,6.58,6.54,4.01
1.03,G,SI1,61.7,56,5241,6.5,6.47,4
1.04,J,VVS2,61.1,58,5242,6.49,6.57,3.99
1.04,I,VS2,61.8,55,5242,6.5,6.54,4.03
1.2,H,VS1,61.9,57,5242,6.77,6.73,4.18
0.9,E,VS1,61.3,57,5242,6.24,6.2,3.81
0.9,G,VVS2,61.9,56,5242,6.22,6.15,3.83
1.17,J,VS1,62.5,57,5242,6.68,6.63,4.16
0.92,G,VS1,62,57,5243,6.24,6.28,3.88
1,D,SI2,62.7,58,5246,6.34,6.39,3.99
1.08,D,SI2,60.2,57,5247,6.63,6.67,4
1.27,I,SI2,62.1,56,5249,6.96,6.92,4.31
1.03,D,SI1,62.3,56,5249,6.51,6.45,4.04
1.06,E,SI1,59.6,54,5250,6.64,6.62,3.95
0.77,E,VVS1,61.6,55,5251,5.87,5.95,3.64
1.02,H,SI1,60.8,58,5251,6.47,6.49,3.94
1.25,J,SI1,62.4,57,5252,6.86,6.92,4.3
1.25,J,SI1,62.1,58,5252,6.86,6.89,4.27
0.91,E,SI1,61.4,54,5252,6.26,6.24,3.84
1.06,G,SI1,62,56,5253,6.55,6.52,4.05
1.06,D,SI2,62.3,55,5253,6.54,6.5,4.06
1.06,H,SI1,61.7,60,5255,6.48,6.52,4.01
1.08,G,SI1,61.8,56,5256,6.55,6.58,4.06
1.08,D,SI2,61.6,57,5256,6.58,6.62,4.07
1.02,H,SI1,61.2,56,5257,6.49,6.51,3.98
1.09,D,SI2,62.1,56,5258,6.59,6.56,4.08
1.25,I,SI2,62,57,5259,6.85,6.92,4.27
1.25,I,SI2,61.8,56,5259,6.92,6.94,4.28
1.25,G,SI2,61.6,57,5259,6.91,6.98,4.28
1.16,H,SI2,62.2,55.7,5260,6.68,6.74,4.18
1.01,H,VS2,62.7,56,5260,6.4,6.35,4
1.22,I,SI1,61.9,56,5261,6.87,6.83,4.24
0.91,F,VS2,62.6,55,5261,6.2,6.23,3.89
1.09,H,SI1,61.9,57,5262,6.58,6.63,4.09
1.11,E,SI2,61.2,55,5262,6.68,6.72,4.1
1.01,E,SI1,61.8,57,5262,6.39,6.49,3.98
1.1,E,SI2,61.6,56,5263,6.63,6.66,4.09
1.07,F,SI1,61.9,56,5264,6.55,6.61,4.07
1.02,D,SI1,62.3,56,5266,6.49,6.45,4.03
1.09,D,SI2,61.3,57,5267,6.64,6.67,4.08
1.2,E,SI2,61.3,56,5268,6.8,6.71,4.14
1.23,I,SI2,62.1,56,5269,6.88,6.84,4.26
1.1,I,VS2,61.8,55.4,5273,6.62,6.65,4.1
1.34,J,SI2,62.5,57,5273,7,7.08,4.4
1.01,G,SI1,61.6,57,5273,6.4,6.32,3.92
1.01,F,SI1,60,56,5274,6.55,6.49,3.91
1.21,J,VS2,62.6,54.2,5275,6.79,6.81,4.26
1.06,H,VS2,61.2,55,5277,6.57,6.61,4.03
1.12,F,SI2,61.8,56,5277,6.65,6.68,4.12
1.52,H,SI2,59.9,55,5277,7.54,7.45,4.49
1.02,E,SI1,60.4,55,5278,6.54,6.48,3.93
1.06,H,SI1,63,55,5278,6.49,6.44,4.08
1.1,H,SI1,61.6,57,5278,6.63,6.61,4.08
1.07,E,SI2,62.4,60,5280,6.49,6.52,4.06
1.07,J,SI1,61.5,55,5281,6.58,6.62,4.06
1.07,H,SI1,61,56,5281,6.6,6.68,4.05
1.27,J,VS2,61.8,54,5285,6.95,6.98,4.31
0.99,H,SI1,61.1,56,5287,6.44,6.47,3.94
0.75,F,VVS1,60.6,57,5288,5.88,5.94,3.59
1.12,H,SI1,62.3,56,5291,6.7,6.65,4.16
1.1,I,VS1,60.8,58,5291,6.68,6.63,4.04
1.25,I,SI2,63.3,56,5292,6.87,6.83,4.34
1,F,SI1,62,57,5292,6.43,6.37,3.97
1,F,SI1,61.9,56,5292,6.41,6.36,3.95
1.01,G,VS1,61.3,56,5294,6.49,6.44,3.96
1.15,H,SI1,61.9,55,5296,6.74,6.77,4.18
1.22,G,SI2,62.3,57,5296,6.85,6.8,4.25
1.22,J,VS2,62.1,58,5297,6.82,6.84,4.24
1,E,SI1,62.3,55,5299,6.34,6.41,3.97
1.11,G,SI2,61.7,57,5299,6.65,6.69,4.12
1.26,J,SI1,62,56,5301,6.9,6.93,4.29
1.16,G,SI2,61.5,54,5301,6.78,6.75,4.16
1.07,I,VS1,62,57,5302,6.56,6.5,4.05
1.16,I,VS2,61.5,57,5302,6.78,6.75,4.16
1.07,G,SI1,62.2,57,5303,6.59,6.56,4.09
1.01,H,VS2,62.7,57,5306,6.41,6.39,4.01
1.15,H,SI2,62.5,58,5306,6.65,6.69,4.17
1.09,F,SI2,62,56,5306,6.62,6.58,4.09
1.26,J,VS2,63.2,57,5306,6.86,6.81,4.32
1.27,F,SI2,62,55,5308,6.9,6.95,4.3
0.28,E,VS1,62,57,598,4.17,4.2,2.59
0.4,J,VS2,62.6,57,599,4.68,4.71,2.94
0.4,J,VS2,62.2,54,599,4.75,4.8,2.97
0.27,H,VS2,61.8,56,599,4.15,4.17,2.57
0.36,H,VS2,62,55,599,4.58,4.63,2.86
0.38,D,SI2,62,53,599,4.68,4.71,2.91
0.26,E,VVS2,62.2,56,599,4.12,4.15,2.57
0.26,F,VVS2,62.5,56,599,4.1,4.12,2.57
0.26,E,VVS1,62,56,599,4.09,4.13,2.55
0.26,E,VVS1,61.7,57,599,4.07,4.1,2.52
0.26,F,VVS1,61.6,57,599,4.08,4.1,2.52
0.26,F,VVS1,62.4,56,599,4.1,4.11,2.56
0.26,D,VVS2,62.5,56,599,4.08,4.11,2.56
0.26,D,VVS2,61.4,56,599,4.12,4.15,2.54
0.26,E,VVS2,61.5,56,599,4.08,4.11,2.52
0.26,E,VVS2,62.3,57,599,4.06,4.09,2.54
0.26,E,VVS2,62,56,599,4.1,4.13,2.55
0.26,F,VVS2,61.6,57,599,4.08,4.1,2.52
0.32,E,VS2,61.8,54,599,4.4,4.43,2.73
0.32,E,VS2,61.4,56,599,4.41,4.45,2.72
1.04,G,SI1,61.9,56,5311,6.46,6.5,4.01
1.02,H,VS2,61.2,56,5312,6.53,6.48,3.98
1.07,F,SI2,61.4,56,5313,6.57,6.63,4.05
1.23,I,SI2,61.2,58,5315,6.86,6.9,4.21
1.11,H,SI1,61,56,5315,6.74,6.7,4.1
1.11,H,SI1,60.2,54,5315,6.82,6.7,4.07
1.01,H,VS2,60.6,57,5317,6.54,6.49,3.95
1.19,H,SI1,62.3,55,5318,6.84,6.8,4.25
1.2,J,VS2,61.8,55,5318,6.84,6.86,4.23
1.06,E,SI2,62.2,55,5319,6.54,6.51,4.06
1.22,H,SI2,62.3,55.3,5321,6.8,6.87,4.26
1.04,F,SI1,61.3,55,5321,6.51,6.53,4
1.21,J,VS1,62.3,55,5324,6.81,6.86,4.26
1.07,E,SI2,62.2,55,5325,6.54,6.58,4.08
1.11,H,SI1,60.6,59,5325,6.75,6.71,4.08
1.08,F,SI1,62.7,57,5327,6.52,6.49,4.08
1.11,I,SI1,61.9,55,5329,6.65,6.66,4.12
1.22,I,SI1,62.1,56,5329,6.83,6.79,4.23
1.03,E,SI1,62,57,5330,6.47,6.44,4
1.03,E,SI1,62.2,57,5330,6.48,6.42,4.01
1,E,SI1,61.6,57,5331,6.37,6.45,3.95
1.19,I,SI1,63.7,57,5331,6.73,6.69,4.28
1.12,H,SI2,63.6,56,5331,6.68,6.54,4.19
0.9,G,VVS2,61.9,56,5335,6.15,6.22,3.83
0.9,E,VS1,61.3,57,5335,6.2,6.24,3.81
1.03,G,SI1,62.5,57,5337,6.4,6.49,4.03
0.7,E,VVS1,61.9,56,5338,5.66,5.69,3.51
0.7,E,VVS1,61.8,55,5338,5.69,5.73,3.53
1.14,J,VS1,61.6,56,5339,6.71,6.73,4.14
1.21,J,SI1,61.9,54,5341,6.85,6.88,4.25
1.06,G,SI1,62,57,5342,6.54,6.5,4.04
1.05,H,SI1,61.9,57,5342,6.54,6.57,4.06
1.13,F,SI1,59.7,57,5342,6.82,6.79,4.06
1.01,F,SI1,60.9,55,5345,6.5,6.48,3.95
1.02,G,VS2,62.4,57,5346,6.47,6.36,4
1.1,H,VS2,60.5,57,5347,6.73,6.7,4.06
1.07,G,SI1,61.9,55,5347,6.57,6.62,4.08
1.05,I,VS2,60.2,57,5347,6.6,6.65,3.99
1.05,F,SI2,61.9,56,5347,6.48,6.5,4.02
1.05,I,VVS2,61.8,54,5352,6.55,6.57,4.05
1.08,G,SI1,61.8,56,5352,6.58,6.55,4.06
1.08,D,SI2,61.6,57,5352,6.62,6.58,4.07
1.06,F,SI2,61.8,56,5354,6.56,6.51,4.04
1.25,I,SI2,62,57,5355,6.92,6.85,4.27
1.25,G,SI2,61.6,57,5355,6.98,6.91,4.28
1.03,F,SI1,62.8,56,5356,6.38,6.46,4.03
1.08,I,VS2,61.8,54.2,5357,6.57,6.6,4.07
1.34,G,SI2,62,55,5358,7.06,7.03,4.37
1.34,J,SI2,62,56,5358,7.09,7.03,4.38
1.11,H,SI1,61.6,56,5358,6.65,6.69,4.11
1.09,H,SI1,61.9,57,5358,6.63,6.58,4.09
1.11,E,SI2,61.2,55,5358,6.72,6.68,4.1
1.1,E,SI2,61.6,56,5359,6.66,6.63,4.09
1.1,G,SI2,62.1,58,5361,6.61,6.63,4.11
1.05,G,SI1,61.9,56,5361,6.51,6.55,4.04
1.05,G,SI1,62.3,55,5361,6.47,6.54,4.05
1.24,J,VS2,61.8,58,5361,6.88,6.84,4.24
1.06,I,VS2,61,57,5362,6.55,6.59,4.01
1.12,H,SI1,62,57,5363,6.69,6.64,4.13
1.26,I,SI2,62,56,5363,7,6.94,4.32
1.09,D,SI2,62.4,57,5364,6.55,6.6,4.1
1.03,H,VS2,62.3,56,5364,6.46,6.44,4.02
1.03,F,SI1,62.6,57,5366,6.42,6.46,4.03
1.02,G,SI1,60.6,57,5367,6.49,6.52,3.94
1.1,H,SI1,62,57,5370,6.66,6.7,4.14
1.01,E,SI1,62.1,57,5372,6.4,6.45,3.99
0.81,E,VVS2,62.2,53.7,5373,5.97,5.99,3.72
1.07,I,VS1,62,53,5373,6.61,6.62,4.1
1.2,I,SI2,61.1,57,5373,6.86,6.89,4.2
0.9,E,SI1,61.9,54,5373,6.19,6.22,3.84
1.06,H,VS2,61.2,55,5373,6.61,6.57,4.03
1.17,H,SI2,61.4,56,5373,6.83,6.76,4.17
0.93,H,VS1,61.8,55,5375,6.28,6.26,3.88
1.01,E,SI1,62.9,56,5375,6.41,6.38,4.02
1.09,H,SI1,62.1,55,5376,6.6,6.64,4.11
1.2,I,SI1,63.5,61,5376,6.75,6.71,4.27
1.2,I,SI1,62.6,58,5376,6.74,6.71,4.21
1.03,I,VS2,61.2,56,5378,6.5,6.51,3.98
1.13,I,SI2,62,55,5378,6.68,6.7,4.15
1.18,I,SI1,61.5,56,5378,6.77,6.82,4.18
1.03,F,SI1,61.3,57,5378,6.58,6.51,4.01
1.14,H,SI1,62.3,56,5382,6.69,6.77,4.19
1.13,H,SI1,62.3,56,5384,6.66,6.69,4.16
1.2,G,SI2,62.2,56,5385,6.74,6.84,4.22
1,I,VS1,60.4,55,5385,6.49,6.52,3.93
0.9,F,VS1,61.6,56,5386,6.2,6.23,3.83
1.11,H,SI1,62.7,56,5386,6.65,6.59,4.15
1.01,H,SI1,61.7,57,5387,6.37,6.44,3.96
1.01,H,SI1,61.2,57,5387,6.42,6.47,3.95
1.01,G,SI1,61.2,57,5387,6.44,6.5,3.96
1.3,H,VS2,62.9,56,5387,7,6.96,4.39
1.21,I,VS2,62.3,58,5387,6.79,6.75,4.22
1.16,H,SI2,60.9,59,5388,6.72,6.78,4.11
1.21,J,SI1,62.7,55.2,5390,6.79,6.84,4.27
1.12,I,VS2,61.2,54,5392,6.74,6.77,4.13
1.14,J,VS1,61.5,57,5392,6.7,6.73,4.13
1.06,G,SI1,60.5,57,5393,6.64,6.59,4
1.07,E,SI2,61.4,57,5393,6.62,6.57,4.05
1.25,I,SI2,61.4,55,5395,6.92,6.99,4.27
1.11,H,SI1,62.5,56,5395,6.65,6.63,4.15
1.11,G,SI2,61.7,57,5395,6.69,6.65,4.12
1,E,SI1,62.3,55,5396,6.41,6.34,3.97
1.02,G,SI1,61.5,57,5398,6.54,6.44,3.99
1.02,F,SI1,62.8,55,5398,6.43,6.4,4.03
1.26,J,SI1,62,56,5398,6.93,6.9,4.29
1.09,I,VS1,62.7,54,5401,6.6,6.54,4.12
1.07,F,SI2,61.6,57,5405,6.56,6.53,4.03
1.27,F,SI2,62,55,5405,6.95,6.9,4.3
1.19,D,SI2,60.4,55,5406,6.89,6.91,4.17
1.23,J,SI1,62.2,57,5407,6.89,6.81,4.26
1.1,G,SI2,62.5,55,5407,6.61,6.66,4.15
1.11,G,SI1,61.9,57,5408,6.63,6.66,4.11
0.29,G,VVS2,61.3,56,600,4.23,4.25,2.6
0.31,G,VS1,62.3,54,600,4.35,4.38,2.72
0.26,H,VVS1,61.2,56,600,4.16,4.11,2.53
0.26,H,IF,61.1,57,600,4.16,4.12,2.53
0.36,F,SI1,61.5,56,600,4.59,4.62,2.83
0.36,F,SI1,62,56,600,4.54,4.59,2.83
0.36,F,SI1,60.1,56,600,4.62,4.67,2.79
0.36,F,SI1,61.5,57,600,4.55,4.59,2.81
0.3,F,VS2,62.1,53.3,601,4.3,4.32,2.68
0.3,F,VS2,62.1,53.6,601,4.28,4.31,2.67
1.09,D,SI2,61.7,59,5410,6.64,6.62,4.09
0.91,H,VVS2,61.7,57,5411,6.21,6.23,3.84
0.93,E,VS2,62.4,56,5411,6.26,6.3,3.92
1.03,E,SI1,62,55,5411,6.46,6.5,4.02
1.16,H,SI1,64.2,59,5411,6.66,6.61,4.26
1.5,I,I1,61.8,57,5412,7.31,7.39,4.54
1.2,I,SI1,61.8,56,5412,6.77,6.8,4.19
1.24,J,VS2,61.7,55,5412,6.91,6.96,4.28
1.13,D,SI2,60.1,55,5412,6.79,6.85,4.1
1.18,I,SI1,61.3,55.6,5412,6.79,6.84,4.18
1.17,D,SI2,62.5,56,5412,6.77,6.7,4.21
1.26,D,SI2,61.6,56,5412,6.99,6.95,4.3
1.01,F,SI1,62.7,55,5416,6.45,6.4,4.03
1.04,H,VS2,59.3,57,5416,6.64,6.58,3.92
1.03,H,SI1,61.1,56,5418,6.5,6.53,3.98
1.03,H,SI1,61.7,57,5418,6.47,6.53,4.01
1.28,I,SI2,61.7,59,5419,6.96,6.92,4.28
1.09,I,VS2,61.9,56,5421,6.62,6.67,4.09
1.21,J,VS1,62.3,55,5421,6.86,6.81,4.26
1.17,H,SI2,62.4,53,5423,6.74,6.76,4.21
1.1,H,SI1,61.4,55,5424,6.68,6.7,4.11
1.02,D,SI2,61.7,58,5426,6.41,6.49,3.98
1.02,G,SI1,62.1,55,5426,6.46,6.49,4.02
1.02,H,VS2,62,57,5426,6.43,6.4,3.98
1.11,G,SI1,62.6,57,5428,6.64,6.56,4.13
1.09,H,SI1,60.9,55,5428,6.72,6.69,4.08
1.01,G,SI1,63.1,53,5430,6.36,6.42,4.03
0.91,E,SI1,62.3,55,5431,6.2,6.23,3.87
1.07,F,SI1,59.4,57,5436,6.73,6.67,3.98
1.05,E,SI1,62.1,57,5436,6.48,6.5,4.03
1.22,G,SI2,62.9,56,5436,6.86,6.78,4.29
1.01,E,SI2,61.5,55,5437,6.44,6.51,3.98
1.01,G,VS2,61.7,57,5439,6.44,6.49,3.99
0.9,E,VS2,62,59,5439,6.17,6.21,3.84
1.08,G,SI1,61.7,56,5439,6.6,6.63,4.08
1.27,J,VS2,61.5,57,5442,6.93,6.98,4.28
1.01,D,SI1,61.2,57,5443,6.44,6.47,3.95
1.24,J,VS2,62.3,56,5443,6.84,6.91,4.28
1.24,E,SI2,59.2,55,5444,7.05,7.03,4.17
1.07,G,SI1,61.9,55,5444,6.62,6.57,4.08
1.03,G,SI1,60.5,55,5445,6.59,6.54,3.97
0.9,E,SI1,62,56,5450,6.18,6.2,3.84
1.12,G,SI1,62,55,5451,6.65,6.68,4.13
1.24,J,VS2,62.8,56,5451,6.83,6.8,4.28
1.18,G,SI2,60.5,55,5452,6.9,6.85,4.16
1.07,G,SI1,60.2,57,5453,6.7,6.59,4
1.27,J,SI1,61.4,57,5455,6.97,7,4.29
1.08,I,VS2,61.8,54,5455,6.6,6.57,4.07
1.12,D,SI2,62.6,57,5456,6.61,6.65,4.15
1.11,H,SI1,62.3,55,5456,6.7,6.65,4.16
1.11,H,SI1,61.6,56,5456,6.69,6.65,4.11
1.05,F,SI1,62,55,5457,6.5,6.54,4.04
1.12,H,SI1,60.7,56,5457,6.74,6.7,4.08
1.13,E,SI2,62.2,56,5457,6.7,6.66,4.16
1.01,H,SI1,62.7,56,5457,6.37,6.42,4.01
1,E,SI1,61.9,56,5458,6.37,6.45,3.97
0.91,E,SI1,61.9,55,5458,6.21,6.23,3.85
1.06,J,VS2,61.4,56,5459,6.55,6.6,4.04
1.06,G,SI1,62.9,56,5461,6.52,6.49,4.09
1.14,I,SI1,62.3,58,5469,6.65,6.7,4.16
1.04,H,SI1,61.7,56,5469,6.51,6.55,4.03
1.14,E,SI2,62.4,57,5473,6.64,6.7,4.16
1.03,E,SI1,62.1,56,5476,6.43,6.48,4.01
1.03,E,SI1,61.3,57,5476,6.48,6.51,3.98
1.01,I,VVS1,61.7,56,5478,6.42,6.47,3.98
1.13,H,SI1,62.3,56,5483,6.69,6.66,4.16
1.2,G,SI2,62.2,56,5484,6.84,6.74,4.22
1.09,I,SI1,61.9,55,5486,6.66,6.62,4.11
1.01,F,SI1,62,56,5486,6.44,6.39,3.98
1,D,SI1,61.7,57,5489,6.39,6.42,3.95
1.21,J,SI1,62.7,55,5489,6.84,6.79,4.27
1.03,D,SI2,60.5,58,5491,6.52,6.58,3.96
1.03,E,SI2,61.7,55,5491,6.52,6.46,4.01
1.02,E,SI1,60.5,56,5493,6.57,6.53,3.96
1.2,E,SI2,61.1,55,5494,6.9,6.87,4.21
1.04,F,SI1,61.3,56,5495,6.51,6.55,4
1.11,H,SI2,61.2,56,5496,6.7,6.69,4.1
1.09,G,SI1,62.4,56,5496,6.57,6.61,4.11
1.19,E,SI2,61.9,56,5497,6.8,6.84,4.22
1.01,G,SI1,61.1,58,5497,6.43,6.49,3.95
1.07,H,SI1,62.1,56,5498,6.53,6.58,4.07
1.14,H,SI1,62.3,56,5501,6.72,6.69,4.18
1.11,D,SI2,62.2,57,5501,6.66,6.62,4.12
1.22,H,SI2,61,57,5502,6.88,6.93,4.2
1.22,H,SI2,61.7,56,5502,6.87,6.93,4.26
1.22,J,VS1,60.8,57,5504,6.85,6.89,4.18
1.19,D,SI2,60.4,55,5504,6.91,6.89,4.17
1.05,G,VS2,61.1,57,5504,6.55,6.52,3.99
1.02,H,SI1,59.8,58,5505,6.56,6.58,3.93
1.11,I,VS2,61.7,55,5506,6.66,6.69,4.12
0.24,F,VS2,62.2,57,419,3.96,4.01,2.48
0.24,F,VS2,61.2,57,419,4.04,4.06,2.48
0.24,F,VS1,61.3,56,419,4,4.03,2.46
0.32,H,SI2,61.5,56,420,4.43,4.45,2.73
0.32,H,SI2,61.9,54,420,4.42,4.46,2.75
0.3,F,VS2,62,53.7,601,4.31,4.33,2.68
0.3,F,VS2,62.3,53.5,601,4.27,4.32,2.68
0.3,F,VS2,62.5,53.3,601,4.28,4.31,2.69
0.3,D,VS1,61,58,601,4.3,4.36,2.64
0.31,E,SI1,60.1,57,601,4.36,4.39,2.63
0.37,J,IF,61.9,54,601,4.63,4.68,2.88
0.35,D,SI1,62.1,57,601,4.47,4.49,2.78
0.38,G,SI2,61.6,55,602,4.64,4.68,2.87
0.38,G,SI2,61.2,56,602,4.7,4.74,2.89
0.38,F,SI2,62.1,56,602,4.62,4.65,2.88
0.32,G,VS1,61.9,55,602,4.4,4.42,2.73
0.32,F,VS2,61.9,55,602,4.41,4.45,2.74
0.32,G,VS1,60.7,56,602,4.43,4.46,2.7
0.32,F,VS2,62.4,57,602,4.37,4.44,2.75
0.37,I,VS2,61.2,56,603,4.62,4.66,2.84
1.16,H,SI2,61.1,56,5509,6.78,6.79,4.15
1.02,E,SI1,62.3,54,5509,6.45,6.49,4.03
1.2,H,SI1,62.9,57,5510,6.79,6.76,4.26
1.23,H,SI2,63.8,57,5510,6.78,6.72,4.31
1.5,I,I1,61.8,57,5510,7.39,7.31,4.54
1.2,I,SI1,61.8,56,5510,6.8,6.77,4.19
1.06,I,VS2,60.3,57,5516,6.61,6.66,4.01
0.92,E,SI1,62.1,56,5516,6.22,6.24,3.87
1.08,H,SI1,61.8,54,5517,6.6,6.61,4.09
1.03,G,SI1,61.6,55,5518,6.48,6.52,4
1.16,J,IF,60.6,56,5519,6.79,6.86,4.14
1.16,G,SI1,60.9,57,5519,6.79,6.75,4.12
1.24,G,SI2,61.4,56,5520,6.98,6.92,4.27
1.12,H,SI1,61.9,57,5521,6.64,6.68,4.12
1.02,H,SI1,60.9,57,5522,6.51,6.55,3.98
1.15,E,SI1,62.7,56,5526,6.73,6.7,4.21
1.01,F,SI1,62,54,5527,6.41,6.49,4
1.09,F,SI1,62.5,57,5527,6.59,6.54,4.1
1.04,E,SI1,62.4,57,5528,6.48,6.53,4.06
1.04,E,SI2,62.3,55,5531,6.46,6.49,4.03
1.07,G,SI1,61.7,54,5532,6.59,6.61,4.07
1.15,I,VS2,61.7,57,5534,6.72,6.74,4.15
1.2,J,VS1,61.3,56,5534,6.83,6.87,4.2
1.08,F,SI1,62.7,57,5534,6.53,6.57,4.11
1.01,E,SI1,62,56,5534,6.41,6.47,3.99
1.01,E,SI1,60.8,56,5534,6.48,6.51,3.95
1.1,G,SI2,62.6,56,5535,6.64,6.58,4.14
1.2,I,SI1,62.4,57,5535,6.75,6.8,4.23
0.91,D,SI1,62.1,55,5535,6.2,6.24,3.86
1.07,E,SI1,61.4,57,5537,6.59,6.53,4.03
0.7,D,VVS2,61.4,56,5539,5.72,5.75,3.53
0.7,D,VVS2,61.7,55,5539,5.73,5.75,3.54
0.7,D,VVS2,60.7,57,5539,5.75,5.78,3.5
0.7,D,VVS2,61.3,56,5539,5.72,5.76,3.52
0.7,D,VVS2,61.1,55,5539,5.75,5.78,3.52
0.9,G,VS1,62.1,56,5540,6.15,6.19,3.83
1.01,D,SI1,61.2,57,5543,6.47,6.44,3.95
1.32,I,SI1,61.7,56,5544,7.11,7.05,4.37
1.1,I,VS1,61.7,57,5544,6.65,6.62,4.09
1.1,G,SI1,61.9,55,5545,6.62,6.66,4.11
1.12,E,SI2,62,57,5546,6.61,6.63,4.11
1.31,I,SI2,63.6,55,5546,6.98,6.92,4.42
1.11,D,SI2,61.6,55,5547,6.62,6.66,4.09
1.14,G,SI1,62.2,56,5548,6.66,6.69,4.15
1.14,D,SI2,61.4,56,5548,6.69,6.77,4.13
1.02,F,SI1,60.1,59,5549,6.59,6.56,3.95
1.01,H,VS1,59.8,59,5550,6.52,6.56,3.91
1.03,D,SI1,62.4,57,5551,6.44,6.47,4.03
1.07,G,SI1,62.2,56,5551,6.52,6.56,4.07
1.18,I,VS1,62.2,57,5551,6.76,6.72,4.19
1.12,G,SI1,62,55,5551,6.68,6.65,4.13
1.02,E,SI1,62.2,57,5553,6.41,6.45,4
1.16,H,SI1,62.2,55,5554,6.79,6.74,4.21
1.01,G,SI1,62.7,57,5555,6.3,6.34,3.96
1.01,G,SI1,63,57,5555,6.37,6.4,4.02
1,E,SI1,61.4,57,5555,6.43,6.5,3.97
1,E,SI1,61.7,57,5555,6.39,6.42,3.95
1,E,SI1,61.4,58,5555,6.41,6.43,3.94
1.21,I,SI1,60.6,55,5556,6.92,6.87,4.18
1.17,F,SI2,62.2,55,5556,6.73,6.7,4.18
1.05,F,SI1,62,55,5557,6.54,6.5,4.04
1.08,G,VS2,62.1,57,5559,6.54,6.57,4.07
1.2,G,SI2,58.9,60,5562,6.98,6.94,4.1
0.9,G,VVS1,61.6,57,5564,6.24,6.16,3.82
1.15,G,VS2,59.2,56,5564,6.88,6.83,0
1.02,H,VS1,62.2,56,5569,6.48,6.42,4.01
1.04,G,SI1,61.9,53,5570,6.53,6.54,4.05
1.01,E,SI1,61.9,56,5571,6.43,6.47,3.99
1.04,I,VS1,61.4,58,5572,6.46,6.54,3.99
1.01,G,SI1,62.6,56,5576,6.41,6.44,4.02
1.04,H,VS1,62.7,55,5577,6.43,6.49,4.05
1.04,H,VS1,62.7,57,5577,6.42,6.46,4.04
1.06,I,VS1,62,55,5577,6.55,6.58,4.07
1.2,I,SI1,60.1,56,5578,6.9,6.84,4.13
1.2,H,SI2,62.7,55,5578,6.74,6.69,4.21
1.1,H,SI1,62.7,57,5583,6.6,6.63,4.15
1.22,J,SI1,60.6,56,5586,6.96,6.95,4.22
1.05,F,SI1,60.6,59,5586,6.51,6.56,3.96
1.16,I,VS2,60.1,62,5587,6.83,6.78,4.09
1.16,I,VS2,60.8,56,5587,6.85,6.81,4.15
1.01,H,SI1,62.5,56,5589,6.38,6.45,4.01
1.01,E,SI1,61.6,59,5590,6.43,6.4,3.95
1.5,I,I1,61.3,57,5593,7.36,7.39,4.52
0.88,E,VS2,61.4,56,5595,6.15,6.17,3.78
1.03,F,SI1,61.3,56,5595,6.55,6.51,4
1.1,F,SI2,62.4,56,5596,6.58,6.62,4.12
1.19,E,SI2,61.9,56,5598,6.84,6.8,4.22
1.01,E,SI1,62.4,56,5599,6.43,6.39,4
1.01,E,SI1,62.6,57,5599,6.43,6.38,4.01
1.01,E,SI1,62.1,54,5599,6.5,6.41,4.01
1.23,I,SI1,62.1,58,5600,6.82,6.86,4.25
1.07,E,SI2,61.5,56,5602,6.58,6.61,4.06
0.37,H,VS2,60.7,58,603,4.64,4.68,2.83
0.37,H,VS2,62,54,603,4.64,4.65,2.88
0.37,H,VS2,61.7,55,603,4.64,4.67,2.87
0.3,E,VS2,62.3,56,603,4.27,4.3,2.67
0.3,E,VS2,62,57,603,4.26,4.29,2.65
0.3,E,VS2,61.8,57,603,4.28,4.3,2.65
0.3,E,VS2,62,53,603,4.31,4.33,2.68
0.3,E,VS2,60.6,59,603,4.3,4.34,2.62
0.37,I,VS1,60.8,56,603,4.67,4.71,2.85
0.3,F,VS1,62.3,56,603,4.26,4.28,2.66
0.39,G,SI2,61.2,56,603,4.71,4.73,2.89
0.41,F,SI2,62.6,57,603,4.68,4.77,2.96
0.38,E,SI2,61.5,55,603,4.69,4.72,2.89
0.27,E,VS2,62.7,55,603,4.18,4.15,2.61
0.27,E,VS1,61.6,57,603,4.16,4.12,2.55
0.27,E,VS1,61.6,56,603,4.17,4.14,2.56
0.27,E,VS1,61.6,55,603,4.18,4.16,2.57
0.33,G,VS2,61.7,55.9,604,4.45,4.49,2.75
0.33,G,VS2,61.4,56.1,604,4.42,4.45,2.73
0.32,F,SI1,60.6,57,604,4.45,4.49,2.71
0.41,J,VS1,62.2,55,604,4.76,4.79,2.97
1.22,I,SI1,60.8,57,5602,6.95,6.89,4.21
1.22,H,SI2,61.7,56,5602,6.93,6.87,4.26
1.22,H,SI2,61,57,5602,6.93,6.88,4.2
