carat,color,clarity,depth,table,price,x,y,z
0.94,F,SI1,59.8,61,4748,6.39,6.35,3.81
1,F,SI2,61.4,61,4749,6.47,6.4,3.95
0.93,G,VS2,62.2,59,4750,6.26,6.21,3.88
1.01,E,SI2,61.6,56,4751,6.45,6.4,3.96
1.01,E,SI2,62.6,59,4751,6.39,6.36,3.99
1.01,E,SI2,61.5,58,4751,6.43,6.4,3.95
1.01,E,SI2,59.5,59,4751,6.58,6.54,3.9
1.01,E,SI2,62.6,57,4751,6.35,6.33,3.97
1.01,D,SI1,62.8,58,4751,6.37,6.3,3.98
1.02,H,SI1,59.2,58,4754,6.6,6.57,3.9
1.11,G,SI2,62.3,58,4755,6.65,6.61,4.13
1.11,G,SI2,61.2,59,4755,6.74,6.66,4.1
1.11,G,SI2,61.5,58,4755,6.67,6.6,4.08
1.03,E,SI2,61.8,59,4758,6.42,6.47,3.98
1,D,SI2,61.6,60,4758,6.37,6.33,3.91
1.19,G,SI2,58.9,60,4758,7,6.92,4.09
1.19,J,VS2,62.8,57,4761,6.78,6.7,4.23
1.09,H,SI2,59.6,61,4761,6.69,6.63,3.97
1.03,D,SI2,61.7,58,4764,6.5,6.47,4
1.03,D,SI2,61.3,61,4764,6.49,6.46,3.97
1.03,D,SI2,62.5,54,4764,6.5,6.42,4.04
1.07,H,SI1,60.7,60,4764,6.64,6.61,4.02
1.11,G,SI1,61.5,58,4768,6.73,6.63,4.1
1.01,H,VS2,62.4,58,4769,6.42,6.36,3.99
1.01,H,VS2,62.3,62,4769,6.39,6.35,3.97
1.21,J,SI1,59.9,60,4770,6.89,6.86,4.12
0.9,F,VS1,59,58,4770,6.29,6.33,3.72
1.04,F,SI1,61.5,59,4770,6.53,6.47,4
1.01,H,SI1,59.5,59,4771,6.56,6.52,3.89
1.01,H,SI1,60.7,58,4771,6.49,6.45,3.93
1.15,H,SI1,60.2,60,4772,6.87,6.78,4.11
1.23,I,SI2,62.1,59,4773,6.83,6.79,4.23
1.06,F,SI1,61.9,58,4774,6.53,6.58,4.06
1.06,F,SI1,62.4,58,4774,6.51,6.56,4.07
1.01,F,SI1,62.2,58,4775,6.35,6.28,3.93
1.15,G,SI1,62,58,4776,6.68,6.77,4.17
1.19,I,SI1,62.2,58,4777,6.73,6.77,4.2
1.2,J,SI1,58.5,61,4778,6.95,6.89,4.05
0.31,G,SI1,58.8,62,593,4.42,4.39,2.59
0.31,G,SI1,61.4,58,593,4.35,4.31,2.66
0.31,G,SI1,61.8,60,593,4.35,4.32,2.68
0.31,G,SI1,62.1,58,593,4.36,4.33,2.7
0.31,G,SI1,61.9,56,593,4.38,4.34,2.7
0.31,G,SI1,62.6,58,593,4.34,4.29,2.7
0.31,G,SI1,63,58,593,4.34,4.3,2.72
0.31,G,SI1,62.4,55,593,4.34,4.31,2.7
0.31,D,SI2,61.8,60,593,4.37,4.33,2.69
0.31,D,SI2,60.1,58,593,4.4,4.38,2.64
0.31,D,SI2,61.5,60,593,4.34,4.31,2.66
0.31,G,SI1,61.5,59,593,4.38,4.34,2.68
0.31,G,SI1,61.7,55,593,4.38,4.37,2.7
1.01,H,VS1,61.9,57,4779,6.43,6.39,3.97
1.06,H,SI1,61.6,59,4785,6.54,6.55,4.03
1.01,G,SI1,61,59,4785,6.45,6.51,3.95
1.09,I,VS1,62.3,54,4786,6.65,6.61,4.13
1,H,SI1,61.3,60,4788,6.38,6.35,3.9
1,H,SI1,59.4,58,4788,6.51,6.46,3.85
1,H,SI1,62.3,60,4788,6.38,6.34,3.96
1.14,I,SI1,62.2,58,4788,6.7,6.67,4.16
1.14,I,SI1,59.1,58,4788,6.83,6.81,4.03
1.14,I,SI1,60.1,60,4788,6.81,6.76,4.08
1,H,SI1,62.1,56,4788,6.48,6.38,3.99
1,H,SI1,61.5,58,4788,6.45,6.37,3.94
1,H,SI1,62.7,59,4788,6.37,6.3,3.97
1.14,H,SI2,60.6,59,4788,6.8,6.77,4.11
1.01,E,SI2,60.4,60,4790,6.46,6.49,3.91
1.24,I,SI1,62.4,59,4791,6.89,6.87,4.29
1,H,VS2,63,59,4791,6.43,6.34,4.02
0.93,G,VS1,62.1,59,4793,6.21,6.16,3.84
1.09,G,SI2,61.1,59,4794,6.69,6.63,4.07
1.01,F,SI2,62.2,57,4796,6.43,6.36,3.98
1.02,H,SI1,62,60,4796,6.37,6.4,3.96
1.02,H,SI2,62.6,58,4798,6.44,6.4,4.02
1.12,G,SI2,60.8,55,4798,6.84,6.69,4.11
0.9,F,VS2,62.4,58,4801,6.15,6.22,3.86
1.01,G,SI1,60,58,4805,6.55,6.51,3.92
1,E,SI1,59.1,58,4805,6.52,6.44,3.83
1.01,G,SI1,60.2,60,4805,6.45,6.43,3.88
1.01,G,SI1,62.1,56,4805,6.42,6.36,3.97
1.1,I,SI1,62.7,57,4805,6.6,6.55,4.12
1.01,D,SI2,61.5,56,4805,6.46,6.39,3.95
1,E,SI1,62.8,59,4805,6.4,6.3,3.99
1,E,SI1,61,61,4805,6.45,6.4,3.92
1.01,G,SI1,61,58,4808,6.53,6.49,3.97
1.01,G,SI1,62.7,59,4808,6.41,6.35,4
0.97,F,SI1,59.9,59,4810,6.36,6.39,3.82
1.04,G,SI1,59.2,61,4811,6.68,6.63,3.94
1.04,D,SI2,61.6,58,4811,6.52,6.46,4
1.04,D,SI2,61,59,4811,6.54,6.51,3.98
1.16,H,SI1,59.6,58,4814,6.86,6.83,4.08
1.06,G,SI1,59.6,58,4815,6.67,6.73,3.99
1,H,SI1,62.8,58,4816,6.38,6.36,4
1,G,SI1,60.8,58,4816,6.48,6.45,3.93
1,H,SI1,58.3,60,4816,6.5,6.44,3.77
1,H,SI1,62.4,59,4816,6.42,6.37,3.99
0.91,D,SI1,60.2,58,4816,6.31,6.28,3.79
1,D,SI2,62.4,58,4816,6.36,6.33,3.96
0.94,D,SI1,60.7,60,4817,6.32,6.27,3.82
0.94,D,SI1,58.4,58,4817,6.51,6.41,3.77
1.02,D,SI2,62.5,59,4818,6.38,6.43,4
1.02,H,SI1,58.3,59,4819,6.68,6.59,3.87
1.02,H,SI1,61.2,57,4819,6.54,6.5,3.99
1.16,F,SI2,61.2,61,4820,6.77,6.74,4.14
1.08,H,SI1,62.6,56,4826,6.58,6.52,4.1
1.39,I,SI2,61.9,59,4826,7.15,7.11,4.41
1.02,H,VS1,62.1,57,4827,6.46,6.42,4
1.01,F,SI1,60.3,58,4829,6.53,6.61,3.96
1.1,E,SI2,60.7,58,4829,6.77,6.65,4.07
1.22,H,SI1,61,59,4829,6.92,6.86,4.2
1.07,H,VS2,58.9,58,4830,6.7,6.65,3.93
1.15,H,SI2,61.6,60,4830,6.75,6.72,4.15
1.15,I,SI1,62.2,59,4830,6.75,6.68,4.18
1.15,H,SI2,62,58,4830,6.7,6.66,4.14
1.22,I,SI2,62.3,58,4831,6.8,6.85,4.25
1.1,F,SI2,62.6,57,4832,6.6,6.56,4.12
0.9,E,VS2,62.1,55,4833,6.23,6.14,3.84
0.93,G,VS2,62.2,59,4834,6.21,6.26,3.88
1.01,H,SI1,60,62,4836,6.51,6.45,3.89
1.01,H,SI1,62.4,60,4836,6.36,6.33,3.96
1.27,I,SI2,62,60,4836,6.91,6.86,4.27
1.2,H,VS1,61.7,59,4838,6.78,6.74,4.17
1.2,J,SI1,60.6,59,4838,6.88,6.84,4.16
1.2,I,SI2,61.5,58,4838,6.82,6.77,4.18
1.2,J,SI1,61.4,59,4838,6.87,6.82,4.2
0.9,F,VS2,62.3,58,4838,6.16,6.14,3.83
1.2,J,VS2,60.8,60,4839,6.85,6.89,4.18
1.01,H,VS2,60.5,58,4839,6.46,6.4,3.89
1.21,J,VS2,59.9,59,4841,6.92,6.86,4.13
1.11,H,SI1,58.4,60,4842,6.87,6.83,4
1.03,H,SI1,62.2,60,4843,6.4,6.43,3.99
1.2,I,VS2,62.3,57,4844,6.79,6.74,4.22
1.03,E,SI2,61.8,59,4845,6.47,6.42,3.98
0.31,G,SI1,60.4,58,593,4.42,4.39,2.66
0.31,G,SI1,60.7,60,593,4.36,4.34,2.64
0.31,D,SI2,60.1,60,593,4.41,4.38,2.64
0.31,D,SI2,62.7,59,593,4.35,4.3,2.71
0.31,D,SI2,62.1,59,593,4.35,4.31,2.69
0.31,D,SI2,62.9,59,593,4.31,4.28,2.7
0.31,I,SI1,60.7,58,593,4.42,4.38,2.67
0.3,H,VVS1,61.3,58,593,4.3,4.32,2.64
0.33,I,VS2,61,61,594,4.46,4.43,2.71
0.33,I,VS2,60.6,58,594,4.47,4.44,2.7
0.33,I,VS2,62,60,594,4.46,4.41,2.75
0.33,I,VS2,62.6,58,594,4.42,4.34,2.74
0.33,I,VS2,61.1,59,594,4.44,4.4,2.7
0.33,E,SI2,60,59,594,4.49,4.47,2.69
1,F,SI1,59.7,60,4851,6.48,6.51,3.88
1.01,E,SI1,62.9,59,4853,6.38,6.3,3.99
1.01,G,VS1,59.5,60,4853,6.49,6.48,3.86
1.01,E,SI1,59.6,59,4853,6.53,6.46,3.87
1.01,E,SI1,62,58,4853,6.41,6.37,3.96
1.24,H,SI2,62.1,58,4854,6.92,6.88,4.28
1.13,I,SI1,61.5,60,4854,6.72,6.68,4.12
1.02,G,SI1,60.7,60,4855,6.51,6.48,3.94
1.02,F,SI1,58.4,59,4855,6.65,6.57,3.86
1.23,J,VS2,62.7,58,4856,6.81,6.77,4.26
1.05,G,SI1,62.1,60,4857,6.48,6.44,4.01
1.24,I,VS2,61.2,58,4858,6.94,6.89,4.23
1.15,G,SI2,62.5,55,4861,6.72,6.68,4.19
1,H,VS2,59.7,58,4861,6.57,6.52,3.91
1.06,F,SI1,62.4,58,4862,6.56,6.51,4.07
1.06,F,SI1,61.9,58,4862,6.58,6.53,4.06
1.15,G,SI1,62,58,4863,6.77,6.68,4.17
1.08,F,SI1,62.1,58,4864,6.57,6.61,4.09
0.96,E,SI1,60,60,4864,6.44,6.39,3.85
1.19,I,SI1,62.2,58,4865,6.77,6.73,4.2
1.09,H,SI1,61.8,58,4871,6.63,6.58,4.08
1.2,I,SI1,61.7,56,4872,6.82,6.76,4.19
1.16,H,SI2,61.8,58,4872,6.81,6.75,4.19
1.06,H,SI1,61.6,59,4872,6.55,6.54,4.03
1.06,H,SI1,62.8,58,4872,6.49,6.47,4.07
1.16,I,SI1,60,58,4872,6.82,6.78,4.08
1.16,H,SI2,60.2,59,4872,6.84,6.78,4.1
1.16,I,SI1,62.7,57,4872,6.76,6.67,4.21
1.01,G,SI1,62.6,59,4872,6.38,6.3,3.97
1.13,H,SI2,62.3,57,4873,6.68,6.65,4.15
1.13,J,VS1,61.1,59,4873,6.74,6.67,4.1
1.13,H,SI2,60.7,54,4873,6.82,6.72,4.11
1.03,H,VS1,59.2,58,4874,6.66,6.61,3.92
1.01,G,SI1,59.9,56,4875,6.6,6.45,3.91
1.23,F,SI2,61.7,58,4876,6.85,6.95,4.26
1.08,I,VS1,62.5,57,4877,6.54,6.51,4.08
1.01,E,SI2,60.4,60,4878,6.49,6.46,3.91
1.05,F,SI1,62.8,59,4879,6.43,6.4,4.03
1.32,H,SI2,59.4,54,4879,7.21,7.09,4.25
1.21,I,SI2,62.1,59,4879,6.86,6.8,4.24
1.21,I,SI2,60.7,60,4879,6.88,6.82,4.16
1.21,I,SI2,59.9,58,4879,6.94,6.91,4.15
1.11,G,SI2,60.7,56,4882,6.73,6.68,4.07
1.02,F,SI1,62.5,56,4884,6.44,6.35,4
1.14,G,SI2,60.4,59,4884,6.8,6.78,4.1
1.02,H,SI1,62.9,59,4884,6.41,6.38,4.02
1.21,I,VS2,62.6,59,4884,6.77,6.67,4.21
1.02,H,SI1,60.5,60,4884,6.58,6.51,3.96
1.02,H,SI1,62,60,4884,6.4,6.37,3.96
1.03,E,SI2,62,59,4885,6.42,6.49,4
1.04,H,SI1,59.5,58,4890,6.58,6.67,3.94
1.04,H,SI1,62.6,59,4890,6.43,6.47,4.04
0.9,H,VVS1,62.3,59,4890,6.15,6.09,3.81
1.04,E,SI2,62.4,57,4892,6.51,6.43,4.04
1.04,I,VS1,61.6,56,4892,6.59,6.52,4.04
0.91,F,VS2,62.2,58,4892,6.21,6.17,3.85
1.01,F,SI1,62.5,58,4899,6.39,6.42,4
1.01,F,SI1,61.8,59,4899,6.34,6.41,3.94
1.03,G,SI1,61.6,59,4900,6.53,6.5,4.01
1.03,G,SI1,58.2,59,4900,6.7,6.64,3.88
1.06,D,SI2,61.6,61,4903,6.59,6.53,4.04
1.06,G,SI1,59.6,58,4903,6.73,6.67,3.99
1.2,H,SI2,59.6,60,4906,6.91,6.84,4.1
1.24,F,SI2,62.7,59,4907,6.83,6.77,4.26
1.02,D,SI2,62.5,59,4907,6.43,6.38,4
1.01,D,SI1,62.7,58,4909,6.38,6.34,3.99
1.01,D,SI1,59.1,61,4909,6.5,6.46,3.83
1.01,H,VS2,62.3,60,4909,6.32,6.27,3.92
1.11,I,SI1,60.6,59,4911,6.73,6.66,4.06
1.02,D,SI2,59.5,62,4912,6.56,6.52,3.89
1.21,H,SI2,62.9,58,4913,6.74,6.69,4.23
0.9,E,VS1,62.3,56,4914,6.19,6.1,3.83
0.9,D,VS2,62.6,59,4914,6.17,6.14,3.85
1.17,H,SI2,62.7,56,4914,6.74,6.68,4.21
1.17,I,SI1,62.6,58,4914,6.71,6.64,4.18
0.97,E,SI1,61,61,4915,6.32,6.28,3.84
1.1,H,SI1,63,58,4916,6.6,6.55,4.14
1.1,H,SI1,63,58,4916,6.6,6.55,4.14
1.01,G,SI1,61.5,59,4916,6.43,6.48,3.97
1.24,D,SI2,60.6,59,4916,6.99,6.96,4.23
1.1,H,SI1,61.6,56,4916,6.66,6.61,4.09
1.18,H,VS2,61.1,60,4916,6.8,6.76,4.14
1.23,G,SI2,62.1,58,4918,6.85,6.8,4.24
1.22,I,SI2,62.3,58,4919,6.85,6.8,4.25
1.06,I,VS1,62.4,55,4920,6.57,6.5,4.08
1.01,H,VS2,60.7,61,4921,6.47,6.39,3.9
0.33,E,SI2,59.7,58,594,4.53,4.48,2.69
0.38,E,SI2,59.9,56,596,4.79,4.72,2.85
0.34,E,SI1,61.8,58,596,4.47,4.5,2.77
1.01,E,SI2,60,61,4921,6.53,6.47,3.9
1.1,F,SI2,62,59,4928,6.62,6.6,4.1
1,D,SI2,59.9,59,4928,6.48,6.44,3.87
1,H,VS2,60.7,60,4930,6.55,6.49,3.96
1.03,H,SI1,61.9,58,4932,6.49,6.43,4
1.03,H,SI1,62.2,60,4932,6.43,6.4,3.99
1.21,E,SI2,61,58,4933,6.93,6.88,4.21
1.13,E,SI2,61.4,59,4936,6.78,6.7,4.14
1.01,D,SI2,61,62,4939,6.43,6.39,3.91
1,F,SI1,62.8,59,4939,6.36,6.32,3.98
1,F,SI1,59.7,60,4939,6.51,6.48,3.88
1,F,SI1,59.3,60,4939,6.61,6.57,3.91
1.4,J,SI1,62.9,59,4939,7.16,7.07,4.48
1.15,I,SI1,62.5,60,4939,6.72,6.68,4.19
1,F,SI1,61.4,62,4939,6.36,6.32,3.89
1.05,E,SI2,62.3,56,4939,6.54,6.47,4.05
1.03,F,SI1,62.2,59,4942,6.45,6.41,4
1.11,I,VS2,60.4,58,4942,6.79,6.73,4.08
1.07,E,SI2,61.3,59,4943,6.58,6.64,4.05
1.07,E,SI2,59.7,58,4943,6.66,6.68,3.98
1.01,H,SI1,61.8,60,4943,6.44,6.38,3.96
0.91,H,VVS1,62.5,59,4944,6.19,6.16,3.86
1.21,D,SI2,59.7,58,4946,7.06,6.96,4.19
1.04,G,SI1,62.6,55,4948,6.49,6.42,4.04
1.14,H,SI1,62.5,58,4948,6.71,6.67,4.18
1.07,D,SI2,62.4,61,4949,6.51,6.48,4.05
1.07,G,SI1,60.5,62,4949,6.69,6.6,4.02
1.07,D,SI2,62.6,61,4949,6.49,6.42,4.04
1.01,H,SI1,61.9,57,4949,6.49,6.4,3.99
1,H,VS1,62.4,58,4950,6.43,6.4,4
1,E,SI1,61.9,62,4953,6.4,6.34,3.94
1.08,F,SI1,62.1,58,4953,6.61,6.57,4.09
1.34,G,SI2,60.1,61,4953,7.11,7.06,4.26
1.01,H,VVS1,60.5,57,4955,6.55,6.48,3.94
1.18,I,SI1,60.5,59,4956,6.9,6.82,4.15
1.18,H,SI2,61.6,57,4956,6.81,6.73,4.17
1.18,H,SI2,58.7,60,4956,7.01,6.93,4.09
1.18,I,SI1,61.1,59,4956,6.78,6.73,4.13
1,G,SI1,63,59,4956,6.44,6.32,4.02
1.02,H,VS2,60,58,4958,6.56,6.5,3.92
1.16,I,VS2,62.2,58,4958,6.74,6.67,4.17
1.02,H,VS2,61,60,4958,6.5,6.46,3.95
1.01,H,VS2,61.3,59,4959,6.44,6.48,3.96
1.01,H,VS2,61.2,59,4959,6.45,6.47,3.95
1.15,H,SI2,62.9,56,4959,6.7,6.59,4.18
1.15,I,SI1,59.6,58,4959,6.86,6.82,4.08
1.11,H,SI1,61.9,58,4960,6.63,6.59,4.09
0.93,F,VS2,61.7,58,4961,6.22,6.29,3.86
0.93,F,VS2,62.1,59,4961,6.24,6.28,3.89
1.13,I,VS2,62.4,59,4964,6.63,6.58,4.12
1.01,H,SI1,60,58,4965,6.6,6.54,3.94
1.01,H,SI1,61.8,59,4965,6.41,6.37,3.95
1.1,E,SI2,59.1,60,4967,6.77,6.7,3.98
1.1,E,SI2,59.1,60,4967,6.77,6.7,3.98
1.21,J,VS2,61.9,58,4968,6.84,6.79,4.22
1.01,F,SI1,62.3,59,4969,6.38,6.4,3.98
0.91,E,VS1,62.7,59,4969,6.19,6.15,3.87
1.16,G,SI2,62.6,58,4969,6.72,6.66,4.19
0.91,D,VS2,62,60,4969,6.23,6.19,3.85
0.91,E,VS1,62.8,60,4969,6.11,6.08,3.83
1.16,G,SI2,62.5,58,4969,6.72,6.68,4.19
1.14,D,SI2,60.3,58,4972,6.79,6.71,4.07
1.11,H,SI2,61.9,59,4973,6.6,6.56,4.07
1.2,H,SI2,62.8,61,4973,6.7,6.62,4.18
1.35,J,VS2,61.2,61,4974,7.13,7.08,4.35
1.22,E,SI2,62.1,56,4974,6.89,6.83,4.26
1.03,E,SI2,62,59,4974,6.49,6.42,4
1.22,E,SI2,60.5,60,4974,6.93,6.89,4.18
1.05,G,SI1,60.3,57,4974,6.64,6.59,3.99
1.21,G,SI2,58.9,61,4976,6.98,6.91,4.09
1.01,H,SI1,60.4,60,4977,6.55,6.47,3.93
0.91,F,VS2,62.2,58,4979,6.17,6.21,3.85
1.16,H,SI2,62.6,57,4979,6.75,6.67,4.2
1.14,H,SI1,59.2,58,4980,6.86,6.8,4.04
1.04,H,SI1,58.7,61,4980,6.62,6.57,3.87
1.54,H,I1,62,60,4980,7.32,7.4,4.56
1.04,H,SI1,62.6,59,4980,6.47,6.43,4.04
1.04,H,SI1,59.5,58,4980,6.67,6.58,3.94
1.2,H,SI1,62.8,56,4980,6.76,6.68,4.22
1.06,H,SI1,61,58,4984,6.57,6.61,4.02
1,H,VS2,60.4,58,4984,6.51,6.46,3.92
1.15,G,SI2,62.2,60,4985,6.69,6.66,4.15
1.23,J,VS2,62.9,59,4986,6.85,6.8,4.29
1.12,I,VS2,62.8,57,4986,6.68,6.61,4.17
1.12,I,VS1,59.6,58,4987,6.82,6.77,4.05
1.18,G,SI2,60.5,60,4988,6.88,6.81,4.14
1.2,I,SI2,60,58,4989,6.91,6.93,4.15
1.01,F,SI1,58.5,60,4989,6.6,6.57,3.85
1.01,F,SI1,59.1,59,4989,6.56,6.5,3.86
1.01,F,SI1,59.5,62,4989,6.53,6.45,3.86
1.01,F,SI1,59.7,61,4989,6.55,6.49,3.89
1.01,I,VVS1,62,59,4989,6.39,6.32,3.94
1.01,F,SI1,62.5,58,4989,6.42,6.39,4
1.01,F,SI1,61.8,59,4989,6.41,6.34,3.94
1.02,E,SI2,58.7,58,4990,6.68,6.61,3.9
1.01,E,SI1,59.9,59,4991,6.49,6.46,3.88
1.25,G,SI2,62.8,57,4991,6.86,6.78,4.28
1.12,H,SI1,62.4,56,4994,6.74,6.63,4.17
0.34,H,VS1,61.4,59,596,4.5,4.53,2.77
0.34,G,VS2,60.2,58,596,4.51,4.56,2.73
0.34,G,VS2,60.3,58,596,4.49,4.53,2.72
0.34,G,VS2,60.3,59,596,4.49,4.53,2.72
0.34,G,VS2,61.2,59,596,4.43,4.49,2.73
0.34,H,VS1,60.6,60,596,4.45,4.49,2.71
1.04,H,SI1,61,58,4999,6.54,6.6,4.01
1.01,H,VS1,60.9,62,5000,6.52,6.49,3.96
1,H,VS2,61.5,61,5000,6.45,6.4,3.95
0.9,F,VS1,62.7,58,5000,6.17,6.14,3.86
1.24,I,SI2,62.1,58,5000,6.88,6.84,4.26
0.9,D,VS2,62.6,59,5001,6.14,6.17,3.85
1.01,E,SI1,62.4,60,5002,6.35,6.32,3.95
1.16,I,SI1,61.5,57,5002,6.79,6.73,4.16
1.14,H,SI1,60.7,58,5003,6.76,6.82,4.12
1.17,H,SI1,62.3,57,5004,6.75,6.71,4.19
1.09,H,VS2,61.2,58,5005,6.63,6.58,4.03
1.2,I,VS2,62.2,61,5006,6.74,6.73,4.19
1.01,G,SI1,61.5,59,5006,6.48,6.43,3.97
1.01,G,SI1,60.6,57,5006,6.52,6.49,3.94
1.01,D,SI2,61.7,57,5006,6.49,6.44,3.99
1.01,G,SI1,61.3,59,5006,6.48,6.44,3.96
1.01,G,SI1,62.6,60,5006,6.36,6.29,3.96
1.01,G,SI1,62.2,58,5006,6.42,6.4,3.99
1.02,H,VS2,60.4,59,5008,6.52,6.55,3.95
1.14,I,VS2,62.8,60,5008,6.68,6.59,4.17
1.14,F,SI2,60.8,58,5008,6.79,6.74,4.11
1.03,I,VS1,60.4,59,5012,6.51,6.57,3.95
1.13,E,SI1,62.7,57,5012,6.65,6.62,4.16
1.26,J,VS2,62.5,58,5015,6.9,6.92,4.32
1.26,J,VS2,62.1,58,5015,6.9,6.95,4.3
1.16,I,VS2,62.4,58,5016,6.69,6.65,4.16
1.04,G,SI1,60.9,59,5017,6.57,6.53,3.99
1.24,J,VS2,61.4,59,5026,6.91,6.83,4.22
0.7,D,IF,60,59,5027,5.75,5.81,3.47
1.12,I,VS2,61.9,58,5027,6.63,6.68,4.12
1.32,E,I1,62.2,58,5027,7.05,6.97,4.36
1.25,H,SI1,60.7,58,5027,7.04,6.99,4.26
1,E,SI1,62.7,61,5027,6.37,6.32,3.98
0.92,D,SI1,62.5,59,5028,6.24,6.14,3.87
1.01,H,VS2,61.3,58,5028,6.46,6.49,3.97
1.54,J,SI1,61.1,58,5028,7.48,7.41,4.55
1.07,H,SI1,60,60,5031,6.61,6.65,3.98
0.91,H,VVS1,62.5,59,5032,6.16,6.19,3.86
1.07,E,SI2,62.9,59,5033,6.55,6.46,4.09
1.07,E,SI2,61.3,59,5033,6.64,6.58,4.05
1.01,G,SI1,59.6,58,5034,6.61,6.54,3.92
1.03,G,SI1,61.9,56,5037,6.54,6.48,4.03
1.02,F,SI1,59.2,58,5038,6.53,6.5,3.86
1.26,J,SI2,62.7,58,5038,6.95,6.9,4.34
1.23,G,SI1,62.5,62,5039,6.87,6.78,4.27
1.2,H,SI2,62.4,61,5040,6.81,6.78,4.24
1.25,I,SI2,61,60,5040,6.98,6.93,4.24
1,E,SI1,61.2,58,5040,6.39,6.35,3.9
1.07,F,SI1,61.7,58,5042,6.54,6.61,4.06
1.09,D,SI2,61.3,58,5042,6.65,6.62,4.07
1.22,J,SI1,61.9,58,5042,6.87,6.84,4.24
1.06,G,SI1,61.9,55,5043,6.61,6.54,4.07
1.08,G,SI1,59.4,60,5044,6.7,6.63,3.96
1.95,H,I1,60.3,59,5045,8.1,8.05,4.87
1.14,D,SI2,59.2,61,5047,6.84,6.82,4.04
1.01,H,VS2,62.6,61,5050,6.33,6.29,3.95
1.13,H,SI1,60.1,60,5050,6.77,6.73,4.06
1.13,H,SI1,60.9,59,5050,6.79,6.7,4.11
1.13,H,SI1,62,58,5050,6.67,6.63,4.12
2,J,I1,61.5,59,5051,8.11,8.06,4.97
1.2,J,VS2,62.6,57,5053,6.8,6.72,4.23
1.07,H,SI1,62.1,58,5055,6.56,6.49,4.05
1.07,H,SI1,62.2,57,5055,6.57,6.48,4.06
1.02,H,SI1,59.6,57,5055,6.63,6.55,3.93
0.91,E,VS2,62.3,58,5055,6.21,6.15,3.85
1.02,D,SI2,62.8,55,5055,6.46,6.38,4.03
0.91,E,VS2,61.1,58,5055,6.28,6.2,3.81
1.12,H,VS1,59.6,57,5055,6.82,6.77,4.05
1.1,H,SI1,60.4,60,5056,6.72,6.68,4.05
0.91,E,VS1,62.7,59,5057,6.15,6.19,3.87
1.05,D,SI2,60.4,57,5057,6.6,6.55,3.97
1,F,SI1,59.8,59,5058,6.49,6.55,3.9
1.12,I,VS1,62.2,59,5058,6.66,6.59,4.12
1.26,E,SI2,60.3,60,5058,7,6.94,4.2
1,F,SI1,62.1,59,5060,6.36,6.39,3.96
1.22,H,SI1,60.6,58,5063,6.91,6.86,4.17
0.34,E,SI1,60.7,60,596,4.48,4.51,2.73
0.34,G,VS2,61.3,58,596,4.51,4.53,2.77
0.34,G,VS2,61.1,60,596,4.51,4.53,2.76
0.34,H,VS1,61.6,59,596,4.49,4.54,2.78
0.34,E,SI1,59.3,58,596,4.55,4.59,2.71
0.34,G,VS2,61,58,596,4.46,4.49,2.73
0.34,G,VS2,61.2,58,596,4.46,4.5,2.74
0.34,G,VS2,62,59,596,4.43,4.47,2.76
0.34,G,VS2,62.4,59,596,4.41,4.47,2.77
0.34,E,SI1,61.9,59,596,4.44,4.48,2.76
0.34,H,VS1,60.8,59,596,4.48,4.53,2.74
1,H,VS2,59.6,59,5069,6.54,6.47,3.88
1.54,H,I1,62,60,5071,7.4,7.32,4.56
1.16,F,SI2,62.1,59,5072,6.71,6.76,4.18
1.25,J,SI1,62,58,5073,6.88,6.9,4.27
1.06,H,SI1,61,58,5075,6.61,6.57,4.02
1.03,D,SI2,60.6,60,5076,6.52,6.46,3.93
1.01,E,SI1,63,61,5077,6.42,6.37,4.03
1.08,H,SI1,62.6,58,5078,6.53,6.56,4.1
1.03,H,VS2,62.4,58,5078,6.47,6.39,4.01
1.26,I,SI2,60.1,59,5080,7.03,6.99,4.21
1.26,J,SI1,61.8,58,5080,6.91,6.88,4.26
1.2,I,SI2,60,58,5080,6.93,6.91,4.15
1.21,H,SI2,58.2,59,5082,7.05,7.03,4.1
1.21,H,SI2,61.1,60,5082,6.91,6.86,4.21
1.21,H,SI2,62.1,56,5082,6.8,6.76,4.21
1.21,H,SI2,60,61,5082,6.88,6.79,4.1
1.02,H,SI1,61.1,58,5084,6.51,6.46,3.96
1.04,G,SI1,61.4,57,5086,6.56,6.5,4.01
1.03,F,SI1,61.5,59,5087,6.49,6.42,3.97
1.03,F,SI1,58.6,62,5087,6.65,6.6,3.88
1.03,F,SI1,61.5,57,5087,6.53,6.44,3.99
1.03,F,SI1,60.9,61,5087,6.54,6.5,3.97
0.9,F,VS1,62.7,58,5088,6.14,6.17,3.86
1.1,G,SI1,62.3,58,5088,6.61,6.55,4.1
1,G,SI1,59.6,60,5088,6.49,6.43,3.85
1.18,I,SI1,62.8,56,5088,6.74,6.71,4.22
1.1,D,SI2,61.5,60,5088,6.64,6.58,4.06
1.02,F,SI1,62.2,58,5089,6.4,6.46,4
1.01,H,SI1,62.3,58,5090,6.44,6.4,4
1.04,H,SI1,61,58,5090,6.6,6.54,4.01
1.01,F,SI1,62.9,58,5090,6.43,6.35,4.02
1.01,G,SI1,60.8,60,5090,6.47,6.39,3.91
1.16,H,SI1,61.9,59,5091,6.73,6.74,4.17
